name;vicinity;geometry;place_id;rating;user_ratings_total;formatted_phone_number;website;Colonna1;Colonna2;Email
La Pietra Antica;Via Duomo, 9/11, Paola;{'location': {'lat': 39.359869, 'lng': 16.042581}, 'viewport': {'northeast': {'lat': 39.3612195302915, 'lng': 16.0439333802915}, 'southwest': {'lat': 39.3585215697085, 'lng': 16.0412354197085}}};ChIJR8Bfqp-lPxMR3AdXOwMAjB8;5;1;338 850 2428;;1;2483;x
La Pineta;C.da Salinola, Ostuni;{'location': {'lat': 40.7112169, 'lng': 17.5896195}, 'viewport': {'northeast': {'lat': 40.7125675302915, 'lng': 17.5909978302915}, 'southwest': {'lat': 40.7098695697085, 'lng': 17.5882998697085}}};ChIJ6WvQD7FcRhMRDHcjWnQN-NE;39;11;334 546 3900;;1;2483;x
La Pineta;Via Neil Armstrong, 7a, Castellaneta Marina;{'location': {'lat': 40.4774039, 'lng': 16.9281947}, 'viewport': {'northeast': {'lat': 40.4787498302915, 'lng': 16.9295377302915}, 'southwest': {'lat': 40.4760518697085, 'lng': 16.9268397697085}}};ChIJa_c8OsQSRxMRyDlScZbZcEI;45;8;;;1;2483;x
La Playa;Via Nazario Sauro, 27, Scalea;{'location': {'lat': 39.8121901, 'lng': 15.789163}, 'viewport': {'northeast': {'lat': 39.8135687302915, 'lng': 15.7904741802915}, 'southwest': {'lat': 39.8108707697085, 'lng': 15.78777621970849}}};ChIJn52UWyYePxMRJEybqaBt5Ns;39;14;0985 21102;;1;2483;x
La Porta del mare;Strada Privata Levanzo, 55, Villapiana Scalo;{'location': {'lat': 39.7890261, 'lng': 16.4810996}, 'viewport': {'northeast': {'lat': 39.7903891802915, 'lng': 16.4824574302915}, 'southwest': {'lat': 39.7876912197085, 'lng': 16.47975946970849}}};ChIJn-fmjDZePxMRJVrGL2lBvaA;45;60;389 690 3493;;1;2483;x
La Porta del Mare;Via Vincenzo Iannelli, 26, Tropea;{'location': {'lat': 38.6755806, 'lng': 15.8911418}, 'viewport': {'northeast': {'lat': 38.67688478029149, 'lng': 15.8924293802915}, 'southwest': {'lat': 38.6741868197085, 'lng': 15.8897314197085}}};ChIJLUlEDiRxFRMRtwIoVnkfHmU;39;144;0963 666481;http://laportadelmarespa.hotelnow.top/;FALSO;2483;x
La porta del sole;Viale della Libertà, 39, Nova Siri;{'location': {'lat': 40.1339643, 'lng': 16.6366839}, 'viewport': {'northeast': {'lat': 40.13535838029149, 'lng': 16.6380644302915}, 'southwest': {'lat': 40.13266041970849, 'lng': 16.6353664697085}}};ChIJy1Qnw_NTRxMRUa1G_ZD9ZGw;4;4;333 962 0333;;1;2483;x
LA POSADA;Strada Statale 7 per Mesagne, n° 46, Brindisi;{'location': {'lat': 40.6063293, 'lng': 17.8856215}, 'viewport': {'northeast': {'lat': 40.6076846802915, 'lng': 17.8869639802915}, 'southwest': {'lat': 40.6049867197085, 'lng': 17.8842660197085}}};ChIJpTTCAQh7RhMReBXOyy0ty-M;39;24;342 093 2351;https://www.laposadabrindisi.it/;FALSO;2483;info@laposadabrindisi.it
La Preula B&B;Via Novoli, 5, Veglie;{'location': {'lat': 40.33553299999999, 'lng': 17.9721021}, 'viewport': {'northeast': {'lat': 40.3368895802915, 'lng': 17.9734753302915}, 'southwest': {'lat': 40.33419161970851, 'lng': 17.9707773697085}}};ChIJNct4vLacRhMR9f7eQyvai08;5;1;380 361 2314;;1;2483;x
La Puglia di Claudia B&B | Ruvo di Puglia;Via Crocifisso, 5, Ruvo di Puglia;{'location': {'lat': 41.1155603, 'lng': 16.48607}, 'viewport': {'northeast': {'lat': 41.1169140802915, 'lng': 16.4874208802915}, 'southwest': {'lat': 41.1142161197085, 'lng': 16.4847229197085}}};ChIJrRQ6ntQLOBMRzLQa3dvBuqM;48;39;347 701 6389;http://lapugliadiclaudia.it/;FALSO;2483;x
La quercia di Massena;Contrada Seta, 88, Lauria;{'location': {'lat': 40.0517371, 'lng': 15.8221497}, 'viewport': {'northeast': {'lat': 40.0530971802915, 'lng': 15.8234853802915}, 'southwest': {'lat': 40.0503992197085, 'lng': 15.8207874197085}}};ChIJ-RmoPhApPxMRpdSmMTEcpE4;48;35;340 303 7507;https://la-quercia-di-massena.italiapaesaggiviaggi.top/;FALSO;2483;x
La realtà di un sogno;Via San Francesco D'Assisi, 39, Muro Leccese;{'location': {'lat': 40.1044854, 'lng': 18.3425245}, 'viewport': {'northeast': {'lat': 40.1058115802915, 'lng': 18.3438327802915}, 'southwest': {'lat': 40.1031136197085, 'lng': 18.3411348197085}}};ChIJIS00lucVRBMRzZM2fQ5DSvI;47;17;333 935 7013;https://www.facebook.com/pg/larealtadiunsogno/;FALSO;2483;x
La Residenza Biancolilla;Via Macchia di Fiume, SS267, Acciaroli;{'location': {'lat': 40.18197540000001, 'lng': 15.0305833}, 'viewport': {'northeast': {'lat': 40.1833032302915, 'lng': 15.0318482302915}, 'southwest': {'lat': 40.1806052697085, 'lng': 15.0291502697085}}};ChIJm7bh83gCPBMRScJf9GFABaY;41;17;;;1;2483;x
La Resilienza;Viale del Faro, 25, Marina di Ginosa;{'location': {'lat': 40.42869319999999, 'lng': 16.891067}, 'viewport': {'northeast': {'lat': 40.42999933029149, 'lng': 16.8924573302915}, 'southwest': {'lat': 40.42730136970849, 'lng': 16.8897593697085}}};ChIJ39wvicNrRxMRY1V-utnq7Rw;49;7;379 262 4223;https://la-resilienza.webnode.it/;FALSO;2483;x
La Rondinella;Via Amerigo Vespucci, Gagliano del Capo;{'location': {'lat': 39.83907119999999, 'lng': 18.3698508}, 'viewport': {'northeast': {'lat': 39.8404500302915, 'lng': 18.3711976802915}, 'southwest': {'lat': 39.8377520697085, 'lng': 18.3684997197085}}};ChIJlSW0UVMLRBMRoKdyz4E1IWQ;;;;;1;2483;x
La Rosa Blu 2;Via Undici Febbraio, 8, Santeramo in Colle;{'location': {'lat': 40.792479, 'lng': 16.754182}, 'viewport': {'northeast': {'lat': 40.7938031302915, 'lng': 16.7555506802915}, 'southwest': {'lat': 40.7911051697085, 'lng': 16.7528527197085}}};ChIJN74NFBGbRxMRWfI_b_eqhQ4;34;32;340 051 5616;https://larosablu2.traveleto.com/;FALSO;2483;x
La Rosa Blu Rende;Via Svezia, n.68, Rende;{'location': {'lat': 39.3510876, 'lng': 16.2003847}, 'viewport': {'northeast': {'lat': 39.35252043029151, 'lng': 16.20166148029151}, 'southwest': {'lat': 39.34982246970851, 'lng': 16.1989635197085}}};ChIJq6p-FUqYPxMR9S-fz3BWAZQ;47;11;366 487 1522;;1;2483;x
La Rosa dei Venti;Via Martin Luther King, 23, Zambrone;{'location': {'lat': 38.71264650000001, 'lng': 15.97685}, 'viewport': {'northeast': {'lat': 38.7140041802915, 'lng': 15.9781348802915}, 'southwest': {'lat': 38.7113062197085, 'lng': 15.9754369197085}}};ChIJWa0Qb1ZlFRMRc4A7z2bJv0I;44;13;349 735 2001;https://la-rosa-dei-venti.turismoitalia.top/;FALSO;2483;x
La Rosa dei Venti;Via Martin Luther King, 23, Zambrone;{'location': {'lat': 38.71264650000001, 'lng': 15.97685}, 'viewport': {'northeast': {'lat': 38.7140041802915, 'lng': 15.9781348802915}, 'southwest': {'lat': 38.7113062197085, 'lng': 15.9754369197085}}};ChIJWa0Qb1ZlFRMRc4A7z2bJv0I;;;349 735 2001;https://la-rosa-dei-venti.turismoitalia.top/;FALSO;2483;x
La Rosa dei Venti B&B;viale di, Viale Pitagora, 62, Marina di Ginosa;{'location': {'lat': 40.42798889999999, 'lng': 16.8838417}, 'viewport': {'northeast': {'lat': 40.42925253029149, 'lng': 16.8853014302915}, 'southwest': {'lat': 40.42655456970849, 'lng': 16.8826034697085}}};ChIJa1IJkPBrRxMRPrRGyGbV_aw;47;107;349 475 3178;http://www.larosadeiventibeb.it/;FALSO;2483;x
La Rustica Hotel Ristorante Pizzeria;Via Capo Rizzuto, Isola di Capo Rizzuto;{'location': {'lat': 38.939101, 'lng': 17.1026172}, 'viewport': {'northeast': {'lat': 38.9405852302915, 'lng': 17.1037784302915}, 'southwest': {'lat': 38.9378872697085, 'lng': 17.1010804697085}}};ChIJMzK2c_g5QBMR2uf0O8_dTmc;4;504;0962 793843;https://larusticahotel.it/;FALSO;2483;x
La Scapola;Via Scarpetta, Mattinata;{'location': {'lat': 41.7216989, 'lng': 16.0476966}, 'viewport': {'northeast': {'lat': 41.7230170302915, 'lng': 16.0485925302915}, 'southwest': {'lat': 41.7203190697085, 'lng': 16.0458945697085}}};ChIJkU-0FRqWNxMR2mFJe_sSuWc;49;52;347 339 6050;https://beb.it/lascapolamattinata;FALSO;2483;x
La Scunnuta apartment;Via Costantinopoli, 94, Pulsano;{'location': {'lat': 40.38597619999999, 'lng': 17.3547106}, 'viewport': {'northeast': {'lat': 40.38732258029149, 'lng': 17.3559948802915}, 'southwest': {'lat': 40.3846246197085, 'lng': 17.3532969197085}}};ChIJNR5AxIfjRhMRKXrP8mSEkBM;5;13;320 265 1299;https://www.lascunnuta.it/;FALSO;2483;lascunnuta@gmail.com
La serenata di Pietro;Via Mammole, 7, Taranto;{'location': {'lat': 40.4169505, 'lng': 17.2508423}, 'viewport': {'northeast': {'lat': 40.41830588029151, 'lng': 17.2520923302915}, 'southwest': {'lat': 40.41560791970851, 'lng': 17.24939436970849}}};ChIJBWC7HgcdRxMRQn72IbDOEGQ;45;43;388 798 3345;http://laserenatabnb.wordpress.com/;FALSO;2483;laserenatadipietro@gmail.com
La Sirena Salentina;Via Enzo Ferrari, 27, Patù;{'location': {'lat': 39.8135618, 'lng': 18.3139802}, 'viewport': {'northeast': {'lat': 39.8148887302915, 'lng': 18.3153707802915}, 'southwest': {'lat': 39.8121907697085, 'lng': 18.3126728197085}}};ChIJVWPabeEJRBMRMX_ItqvqP5o;3;12;349 636 5476;https://www.lasirenasalentina.it/;FALSO;2483;x
La Sirenetta Diamante B&B affittacamere residence;Contrada San Lauro, 69, Diamante;{'location': {'lat': 39.7003017, 'lng': 15.8353825}, 'viewport': {'northeast': {'lat': 39.7016449802915, 'lng': 15.8368479802915}, 'southwest': {'lat': 39.6989470197085, 'lng': 15.8341500197085}}};ChIJWUkWI9UcPxMR5ULJMk39J2I;46;57;339 325 0052;http://www.lasirenettavacanze.it/;FALSO;2483;x
La Sorgente;Contrada Migliuri;{'location': {'lat': 39.5702551, 'lng': 16.5249684}, 'viewport': {'northeast': {'lat': 39.5716328802915, 'lng': 16.5263300302915}, 'southwest': {'lat': 39.5689349197085, 'lng': 16.5236320697085}}};ChIJkR107914PxMRskCZtnl0I6c;47;3;346 265 5255;;1;2483;x
La Spiaggetta;Via E. Tazzoli, 12, Torre San Giovanni;{'location': {'lat': 39.8965462, 'lng': 18.1003534}, 'viewport': {'northeast': {'lat': 39.8979282802915, 'lng': 18.1016703802915}, 'southwest': {'lat': 39.8952303197085, 'lng': 18.0989724197085}}};ChIJLwU52QgBRBMRrvQP9s2_DEg;48;10;347 102 3304;https://www.ugento.net/laspiaggetta;FALSO;2483;laspiaggetta@ugento.net
La stanza dell'angolo;Piazza Buraglia, Maratea;{'location': {'lat': 39.9925576, 'lng': 15.7219993}, 'viewport': {'northeast': {'lat': 39.9938908802915, 'lng': 15.7233497302915}, 'southwest': {'lat': 39.9911929197085, 'lng': 15.7206517697085}}};ChIJ4wpOzDXZPhMRbrqEV2NRSSE;48;30;347 896 4147;https://www.lastanzadellangolo.it/;FALSO;2483;x
La Stanza di Pino;Via Sangillo, 9, Vico del Gargano;{'location': {'lat': 41.894965, 'lng': 15.9557882}, 'viewport': {'northeast': {'lat': 41.8963109802915, 'lng': 15.9571327302915}, 'southwest': {'lat': 41.8936130197085, 'lng': 15.9544347697085}}};ChIJr2tPolmlNxMRU_X64A5nl0Q;4;3;345 701 7908;;1;2483;x
La Stanza di Raf;Via Pietro Ianora, 22/Piano 1, Gravina in Puglia;{'location': {'lat': 40.82026760000001, 'lng': 16.416144}, 'viewport': {'northeast': {'lat': 40.8215631302915, 'lng': 16.41748038029151}, 'southwest': {'lat': 40.8188651697085, 'lng': 16.4147824197085}}};ChIJ4QMHRYt7OBMROjb2tAo2vPs;33;4;320 806 9647;;1;2483;x
La Stella;Via Gorizia, 56, Castrignano del Capo;{'location': {'lat': 39.7971849, 'lng': 18.3519951}, 'viewport': {'northeast': {'lat': 39.7984310302915, 'lng': 18.3533849802915}, 'southwest': {'lat': 39.7957330697085, 'lng': 18.3506870197085}}};ChIJ5wc-ufP1QxMRLRUBxqlc7VU;;;0833 599750;https://www.perledipuglia.it/it/La-Stella.html;FALSO;2483;x
La Stella;Via Forleo Braida, 85, Francavilla Fontana;{'location': {'lat': 40.5314328, 'lng': 17.5772946}, 'viewport': {'northeast': {'lat': 40.5328329302915, 'lng': 17.5786358802915}, 'southwest': {'lat': 40.53013496970851, 'lng': 17.57593791970849}}};ChIJQc2dsOH1RhMRiJPDOQY8aKM;5;3;380 127 6261;https://la-stella.vediitalia.top/;FALSO;2483;x
La Stella Bianca;Via Fran. Tanz. Vitale, 21, Ostuni;{'location': {'lat': 40.73301849999999, 'lng': 17.5768698}, 'viewport': {'northeast': {'lat': 40.7343124302915, 'lng': 17.5782627802915}, 'southwest': {'lat': 40.7316144697085, 'lng': 17.5755648197085}}};ChIJ69CoFFdDRhMR-HHzfPUtZQA;48;9;320 148 5852;http://la-stella-bianca-ostuni.com.es/;FALSO;2483;x
La Stella dei Venti;Via Gian Giacomo Lazzari, 10, Gallipoli;{'location': {'lat': 40.0564825, 'lng': 17.9900232}, 'viewport': {'northeast': {'lat': 40.05783203029149, 'lng': 17.99134873029151}, 'southwest': {'lat': 40.05513406970849, 'lng': 17.9886507697085}}};ChIJVVWRSVemRhMRPeKxXDTr3cQ;43;40;349 622 0404;;1;2483;x
La Stella Del Tirreno Di Cristofalo Vincenzo dal 2014 divenda hotel pizzeria ristorante Aphrodite;o, Via Vittorio Emanuele, Diamante, CS 87023, 87023, Piazza Papa Giovanni Paolo II, n 8, Diamante;{'location': {'lat': 39.67677, 'lng': 15.820522}, 'viewport': {'northeast': {'lat': 39.6781302802915, 'lng': 15.8218583302915}, 'southwest': {'lat': 39.6754323197085, 'lng': 15.8191603697085}}};ChIJoRU1o8EDPxMRn2FwPYwQKb4;;;;;1;2483;x
La Stella di Keplero;Via San Giovanni, 15, Cannole;{'location': {'lat': 40.1660355, 'lng': 18.3659553}, 'viewport': {'northeast': {'lat': 40.1673880802915, 'lng': 18.3672434302915}, 'southwest': {'lat': 40.1646901197085, 'lng': 18.3645454697085}}};ChIJNQl4-fA-RBMRNS2AkKyUufs;49;28;328 747 0474;https://la-stella-di-keplero.mipiacelitalia.top/;FALSO;2483;x
La Stornara | Case Vacanza - Agriturismo in Puglia;Contrada Stornara, Marina di Ginosa;{'location': {'lat': 40.4656817, 'lng': 16.8419681}, 'viewport': {'northeast': {'lat': 40.46700508029149, 'lng': 16.8432781802915}, 'southwest': {'lat': 40.46430711970849, 'lng': 16.8405802197085}}};ChIJDUMb80dsRxMRYH8uU1BY8vc;5;66;339 755 6088;http://www.lastornara.it/;FALSO;2483;x
La Strettula;Vico Giuseppe Pisanelli, 2, Maruggio;{'location': {'lat': 40.3218505, 'lng': 17.5709663}, 'viewport': {'northeast': {'lat': 40.3231843302915, 'lng': 17.5724048802915}, 'southwest': {'lat': 40.3204863697085, 'lng': 17.5697069197085}}};ChIJibiTNVTpRhMRAqkBsTywrtU;;;333 698 0549;;1;2483;x
LA suite;Via Garibaldi, 3, Margherita di Savoia;{'location': {'lat': 41.3765233, 'lng': 16.1499557}, 'viewport': {'northeast': {'lat': 41.3778396302915, 'lng': 16.1512667802915}, 'southwest': {'lat': 41.3751416697085, 'lng': 16.1485688197085}}};ChIJUfNZpSUgOBMR8ffftJwVzGc;5;1;366 729 2996;;1;2483;x
La Suite del Faro;Via Guttuso, 4, Scalea;{'location': {'lat': 39.82086049999999, 'lng': 15.7866568}, 'viewport': {'northeast': {'lat': 39.8221361802915, 'lng': 15.7880747302915}, 'southwest': {'lat': 39.8194382197085, 'lng': 15.7853767697085}}};ChIJD1YhHSYePxMRWPS2Mc7BE9A;47;130;0985 20525;http://www.lasuitedelfaro.it/;FALSO;2483;info@lasuitedelfaro.it
La Suite In Centro;Via Gian Giuseppe Carulli, 81, Bari;{'location': {'lat': 41.12024100000001, 'lng': 16.8778871}, 'viewport': {'northeast': {'lat': 41.12165433029151, 'lng': 16.8792581802915}, 'southwest': {'lat': 41.11895636970851, 'lng': 16.8765602197085}}};ChIJKWcRu0LoRxMRBZlYxCWkjqs;48;13;324 782 1305;;1;2483;x
La Tana della Volpe;Via S. Vito Vecchio, 50, Gravina in Puglia;{'location': {'lat': 40.815227, 'lng': 16.4136737}, 'viewport': {'northeast': {'lat': 40.8165692302915, 'lng': 16.4150367802915}, 'southwest': {'lat': 40.8138712697085, 'lng': 16.4123388197085}}};ChIJJf0b5S59OBMRAsO4sClLntU;49;81;;;1;2483;x
La Taverna;Via Cisterna Nuova II, 36, Castrignano del Capo;{'location': {'lat': 39.8381167, 'lng': 18.3534957}, 'viewport': {'northeast': {'lat': 39.83947028029149, 'lng': 18.3548428802915}, 'southwest': {'lat': 39.83677231970849, 'lng': 18.3521449197085}}};ChIJI5scr94LRBMRW7r_yDc4RLI;;;;https://www.libro24.it/la-taverna/;FALSO;2483;x
La Tavernetta;Via Monte dei Diavoli, 15, Manduria;{'location': {'lat': 40.3944048, 'lng': 17.6428568}, 'viewport': {'northeast': {'lat': 40.39574813029151, 'lng': 17.6442514302915}, 'southwest': {'lat': 40.39305016970852, 'lng': 17.6415534697085}}};ChIJQQAxz5_yRhMRUAlYlP0IKZc;;;327 294 3607;;1;2483;x
La tela di Penelope;Via Magarella, 4, Villammare;{'location': {'lat': 40.08095569999999, 'lng': 15.5981954}, 'viewport': {'northeast': {'lat': 40.0823175302915, 'lng': 15.5995260302915}, 'southwest': {'lat': 40.0796195697085, 'lng': 15.5968280697085}}};ChIJQQxIWCDQPhMRsgpEzy66MTM;48;50;331 252 6685;http://www.sudgestioni.it/;FALSO;2483;info@sudgestioni.it
La tenuta;Strada Provinciale Trisaia, 35, Rotondella;{'location': {'lat': 40.1685737, 'lng': 16.6219231}, 'viewport': {'northeast': {'lat': 40.1699052302915, 'lng': 16.6232377802915}, 'southwest': {'lat': 40.1672072697085, 'lng': 16.6205398197085}}};ChIJF-J9jbZWRxMRKS5gaoCUUDA;1;1;393 714 8680;;1;2483;x
La Tenuta B&B;Contrada Palazza, 93, Buonvicino;{'location': {'lat': 39.6774825, 'lng': 15.8516084}, 'viewport': {'northeast': {'lat': 39.6788292802915, 'lng': 15.8529542802915}, 'southwest': {'lat': 39.6761313197085, 'lng': 15.8502563197085}}};ChIJQQ_hsBQDPxMREN2-hkqz4so;44;9;348 569 8414;https://ricardostravelexperience.eu/la-tenuta-b-amp-b-buonvicino-italy;FALSO;2483;x
La terrazza al civico 20;Via Fiumicello, 20, Maratea;{'location': {'lat': 39.99620699999999, 'lng': 15.7022456}, 'viewport': {'northeast': {'lat': 39.9975535802915, 'lng': 15.7035946802915}, 'southwest': {'lat': 39.9948556197085, 'lng': 15.7008967197085}}};ChIJ3ThWpObZPhMRrb4CNql1zuE;48;6;347 484 6679;https://aliastraveltips.com/la-terrazza-maratea-italy;FALSO;2483;x
La terrazza Casa Vacanze;Strada Provinciale per Martina Franca, Noci;{'location': {'lat': 40.7777084, 'lng': 17.1384586}, 'viewport': {'northeast': {'lat': 40.7788224302915, 'lng': 17.1397693302915}, 'southwest': {'lat': 40.7761244697085, 'lng': 17.13707136970849}}};ChIJFWLegdevRxMRWxft5A6PjuA;5;5;366 458 7679;;1;2483;x
La Terrazza degli Dei;Contrada Lago, Buonvicino;{'location': {'lat': 39.6783153, 'lng': 15.8396763}, 'viewport': {'northeast': {'lat': 39.6796104802915, 'lng': 15.8411410802915}, 'southwest': {'lat': 39.6769125197085, 'lng': 15.8384431197085}}};ChIJRbP6QmgDPxMRYcr1Rr1zzR0;47;27;347 996 6130;;1;2483;x
La Terrazza di Sabri;Via Luigi Capalbo, 47/A, Corigliano;{'location': {'lat': 39.5972113, 'lng': 16.5176459}, 'viewport': {'northeast': {'lat': 39.59857838029151, 'lng': 16.51901348029151}, 'southwest': {'lat': 39.59588041970851, 'lng': 16.5163155197085}}};ChIJ7dE6Tk99PxMRClBeFKFoabQ;;;329 883 2537;;1;2483;x
La Terrazza nel Mare - CUSR 15065098EXT0147;SS267, 46, Acciaroli;{'location': {'lat': 40.1753236, 'lng': 15.0333721}, 'viewport': {'northeast': {'lat': 40.17669103029149, 'lng': 15.0347468302915}, 'southwest': {'lat': 40.17399306970849, 'lng': 15.0320488697085}}};ChIJmwDGOHCpPhMRO1aleCfw0DU;44;10;338 859 5110;http://www.laterrazzanelmare.it/;FALSO;2483;x
La Terrazza sulla Valle;Viale Jequiè, 6, Trecchina;{'location': {'lat': 40.02507360000001, 'lng': 15.7766785}, 'viewport': {'northeast': {'lat': 40.0264428802915, 'lng': 15.7779826302915}, 'southwest': {'lat': 40.02374491970851, 'lng': 15.7752846697085}}};ChIJ0YMLzg3ZPhMRl1ttjPzZl_A;5;5;;;1;2483;x
La Terrazza sull'Isola;Contrada Cucco, 37, Diamante;{'location': {'lat': 39.699437, 'lng': 15.8155011}, 'viewport': {'northeast': {'lat': 39.7007959802915, 'lng': 15.8169092302915}, 'southwest': {'lat': 39.6980980197085, 'lng': 15.8142112697085}}};ChIJJ2TtgqQDPxMRlcOpRh08caA;4;4;347 499 2918;https://www.airbnb.it/rooms/661161169205340206?guests=3&adults=2&children=1&s=67&unique_share_id=32f73860-99ed-41e4-af33-52dc505fef8b;FALSO;2483;x
La Tonnara Hotel Ristorante;Via Tonnara, 13, Amantea;{'location': {'lat': 39.1024263, 'lng': 16.079812}, 'viewport': {'northeast': {'lat': 39.1036233302915, 'lng': 16.0810322302915}, 'southwest': {'lat': 39.1009253697085, 'lng': 16.0783342697085}}};ChIJqykWROLDPxMRJDzannT14YQ;43;601;0982 424272;http://www.latonnara.it;FALSO;2483;x
La Tonnara Residenza Turistica Alberghiera;9 Via Tonnara, Amantea, CS 87032;{'location': {'lat': 39.13312000000001, 'lng': 16.07139}, 'viewport': {'northeast': {'lat': 39.13446898029149, 'lng': 16.0727335802915}, 'southwest': {'lat': 39.1317710197085, 'lng': 16.0700356197085}}};ChIJN7QOojHBPxMRxOZrfdpQbko;5;3;800 540 332;;1;2483;x
La Torre;Via San Martino, 54, Morciano di Leuca;{'location': {'lat': 39.8463353, 'lng': 18.3083866}, 'viewport': {'northeast': {'lat': 39.8476554802915, 'lng': 18.3097978302915}, 'southwest': {'lat': 39.8449575197085, 'lng': 18.3070998697085}}};ChIJpxTJ5KEJRBMRlP48hvOW0Yw;46;15;0833 190 1111;;1;2483;x
La Torre Antica Dimora;Via Pasquale Gennaccari, 22, Giuggianello;{'location': {'lat': 40.09453500000001, 'lng': 18.368492}, 'viewport': {'northeast': {'lat': 40.0958608802915, 'lng': 18.3698431302915}, 'southwest': {'lat': 40.0931629197085, 'lng': 18.3671451697085}}};ChIJu2mtU6MVRBMRFGVxmZRUMdU;42;5;329 463 1523;;1;2483;x
La Torretta;Via Cersuta, 61, Maratea;{'location': {'lat': 40.015577, 'lng': 15.6781437}, 'viewport': {'northeast': {'lat': 40.0169438302915, 'lng': 15.6795179302915}, 'southwest': {'lat': 40.0142458697085, 'lng': 15.6768199697085}}};ChIJs4hFtS_aPhMRHP4nDpk94TQ;49;90;329 791 9552;https://beblatorretta.it/;FALSO;2483;x
La Torretta;Via Torretta, 13, Peschici;{'location': {'lat': 41.9471059, 'lng': 16.0129748}, 'viewport': {'northeast': {'lat': 41.94843738029149, 'lng': 16.01431788029151}, 'southwest': {'lat': 41.9457394197085, 'lng': 16.0116199197085}}};ChIJsWNyv6GxNxMRnQeZStbuzXE;32;134;0884 962935;http://www.latorrettapeschici.com/;FALSO;2483;x
La TORRETTA affitti brevi;Contrada Losciale, sn, Monopoli;{'location': {'lat': 40.8945337, 'lng': 17.3411007}, 'viewport': {'northeast': {'lat': 40.89592158029149, 'lng': 17.3423143802915}, 'southwest': {'lat': 40.89322361970849, 'lng': 17.33961641970849}}};ChIJUQlNLolLRhMRbeXc6Hd1EtI;48;5;393 709 1615;;1;2483;x
La Torretta Bed & Breakfast Santeramo in Colle;Via Francesco Ferruccio, 25, Santeramo in Colle;{'location': {'lat': 40.79474090000001, 'lng': 16.7548461}, 'viewport': {'northeast': {'lat': 40.7960885802915, 'lng': 16.7561981802915}, 'southwest': {'lat': 40.7933906197085, 'lng': 16.7535002197085}}};ChIJj-JaEEebRxMR3VCIFkVxJF8;49;12;327 593 4375;http://wa.link/y6a60w;FALSO;2483;x
La Torretta di Casa Lippi;Contrada Pantano, Casal Velino;{'location': {'lat': 40.1836217, 'lng': 15.1377256}, 'viewport': {'northeast': {'lat': 40.1849699302915, 'lng': 15.1390796302915}, 'southwest': {'lat': 40.1822719697085, 'lng': 15.1363816697085}}};ChIJ2SlYjZKvPhMRTFdJIrAsVnM;47;6;349 652 5342;https://la-torretta-di-casa-lippi.itinerariitaliani.top/;FALSO;2483;x
